id_ocorrencia,data_ocorrencia,bairro,tipo_crime,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,sexo_suspeito,idade_suspeito,orgao_responsavel,status_investigacao,latitude,longitude
OCR103966,2024-02-20 19:48:16.967777,Imbiribeira,Sequestro,Golpe Telefônico,Faca,2,3,Feminino,68,Delegacia Santo Amaro,Concluído,-8.079014485401844,-34.92790363358566
OCR103967,2023-10-26 19:48:16.967779,Pina,Violência Doméstica,Emboscada,Nenhum,4,2,Masculino,61,Delegacia Santo Amaro,Em Investigação,-8.06300159691042,-34.890351444429534
OCR103968,2023-12-21 19:48:16.967781,Imbiribeira,Tráfico de Drogas,Arrombamento,Objeto Contundente,0,1,Masculino,16,Delegacia Boa Viagem,Em Investigação,-8.065741501201522,-34.92773324081533
OCR103969,2025-06-28 19:48:16.967783,Graças,Homicídio,Estupro Coletivo,Arma de Fogo,1,2,Feminino,60,Delegacia Afogados,Concluído,-8.086554863930617,-34.85115006653416
OCR103970,2022-11-29 19:48:16.967785,Afogados,Tráfico de Drogas,Uso de Arma de Fogo,Explosivos,0,1,Masculino,64,Delegacia Torre,Arquivado,-8.053034645879395,-34.9039775518546
OCR103971,2023-09-07 19:48:16.967787,Espinheiro,Furto,Invasão Residencial,Explosivos,4,3,Feminino,23,Delegacia Casa Forte,Em Investigação,-8.080337815583924,-34.90884345724175
OCR103972,2024-12-08 19:48:16.967789,Tamarineira,Roubo,Arrombamento,Faca,2,4,Não Informado,69,Delegacia Torre,Concluído,-8.114744951806166,-34.9391517982438
OCR103973,2024-06-17 19:48:16.967791,Tamarineira,Homicídio,Invasão Residencial,Arma de Fogo,0,3,Feminino,53,Delegacia Santo Amaro,Arquivado,-8.126810974925881,-34.94327584324131
OCR103974,2024-03-02 19:48:16.967792,Torre,Ameaça,Emboscada,Nenhum,3,2,Não Informado,49,Delegacia Afogados,Concluído,-8.133562350768525,-34.88108711972138
OCR103975,2024-04-21 19:48:16.967794,Imbiribeira,Violência Doméstica,Estelionato Bancário,Explosivos,4,1,Feminino,51,Delegacia Casa Forte,Arquivado,-8.13856711522914,-34.86606418228957
OCR103976,2023-11-10 19:48:16.967796,Imbiribeira,Estupro,Golpe Telefônico,Explosivos,2,3,Masculino,61,Delegacia Santo Amaro,Em Investigação,-8.083641394230755,-34.902894254000856
OCR103977,2022-10-08 19:48:16.967798,Boa Viagem,Roubo,Assalto a Mão Armada,Objeto Contundente,3,4,Feminino,59,Delegacia Casa Forte,Em Investigação,-8.111189282816875,-34.85650563704397
OCR103978,2023-09-02 19:48:16.967800,Afogados,Tráfico de Drogas,Assalto a Mão Armada,Explosivos,0,3,Masculino,18,Delegacia Afogados,Arquivado,-8.08573445216455,-34.94408718227381
OCR103979,2022-09-15 19:48:16.967801,Afogados,Sequestro,Arrombamento,Faca,1,2,Feminino,33,Delegacia Boa Viagem,Concluído,-8.062336194787992,-34.88728009665029
OCR103980,2023-07-30 19:48:16.967803,Santo Amaro,Homicídio,Arrombamento,Arma de Fogo,3,4,Não Informado,55,Delegacia Casa Forte,Concluído,-8.079308329018014,-34.92431559159725
OCR103981,2024-10-13 19:48:16.967805,Tamarineira,Tráfico de Drogas,Estupro Coletivo,Explosivos,1,3,Não Informado,67,Delegacia Afogados,Concluído,-8.055208662072772,-34.918538357816615
OCR103982,2025-04-18 19:48:16.967807,Torre,Furto,Fraude Online,Nenhum,1,4,Masculino,20,Delegacia Afogados,Concluído,-8.11727851861046,-34.91087869855583
OCR103983,2025-06-02 19:48:16.967809,Imbiribeira,Ameaça,Estupro Coletivo,Nenhum,0,3,Não Informado,32,Delegacia Torre,Arquivado,-8.131818768196617,-34.89992982328343
OCR103984,2022-11-20 19:48:16.967811,Santo Amaro,Roubo,Estupro Coletivo,Objeto Contundente,3,4,Masculino,65,Delegacia Pina,Concluído,-8.113543251407267,-34.9258281424158
OCR103985,2024-01-20 19:48:16.967813,Tamarineira,Roubo,Arrombamento,Objeto Contundente,4,4,Feminino,31,Delegacia Afogados,Arquivado,-8.051427951649137,-34.862601397145696
OCR103986,2025-05-14 19:48:16.967814,Pina,Tráfico de Drogas,Assalto a Mão Armada,Faca,4,4,Feminino,26,Delegacia Boa Viagem,Em Investigação,-8.06409148657128,-34.90734209624481
OCR103987,2025-08-08 19:48:16.967816,Casa Forte,Homicídio,Emboscada,Explosivos,3,4,Feminino,62,Delegacia Santo Amaro,Em Investigação,-8.13943953320588,-34.88884351443244
OCR103988,2024-11-05 19:48:16.967818,Casa Forte,Sequestro,Fraude Online,Faca,0,3,Feminino,65,Delegacia Boa Viagem,Arquivado,-8.07511016391472,-34.88403918814704
OCR103989,2024-09-18 19:48:16.967820,Pina,Sequestro,Assalto a Mão Armada,Nenhum,0,1,Não Informado,15,Delegacia Torre,Em Investigação,-8.128497582296552,-34.874804313122326
OCR103990,2025-02-25 19:48:16.967822,Santo Amaro,Furto,Fraude Online,Explosivos,3,1,Masculino,22,Delegacia Casa Forte,Concluído,-8.09926935649154,-34.85025094112673
OCR103991,2025-01-01 19:48:16.967824,Santo Amaro,Tráfico de Drogas,Fraude Online,Explosivos,0,2,Feminino,62,Delegacia Boa Viagem,Arquivado,-8.12475297115028,-34.884638477906826
OCR103992,2024-02-12 19:48:16.967825,Casa Forte,Homicídio,Golpe Telefônico,Faca,2,0,Não Informado,44,Delegacia Torre,Arquivado,-8.127171474853244,-34.864792587525336
OCR103993,2023-10-20 19:48:16.967827,Espinheiro,Roubo,Uso de Arma de Fogo,Faca,4,1,Não Informado,56,Delegacia Casa Forte,Em Investigação,-8.097191379837076,-34.91050911730031
OCR103994,2023-01-19 19:48:16.967829,Torre,Violência Doméstica,Arrombamento,Faca,1,4,Não Informado,24,Delegacia Afogados,Em Investigação,-8.106701207530987,-34.87057472660805
OCR103995,2024-04-18 19:48:16.967831,Casa Forte,Furto,Golpe Telefônico,Explosivos,4,2,Masculino,54,Delegacia Torre,Concluído,-8.075933291378286,-34.85992979893776
OCR103996,2023-06-01 19:48:16.967833,Torre,Sequestro,Fraude Online,Nenhum,2,4,Feminino,67,Delegacia Santo Amaro,Arquivado,-8.083945509899646,-34.87130414300018
OCR103997,2023-05-17 19:48:16.967834,Espinheiro,Sequestro,Fraude Online,Nenhum,3,3,Feminino,37,Delegacia Afogados,Arquivado,-8.089970144827562,-34.91560546185419
OCR103998,2025-01-21 19:48:16.967836,Boa Viagem,Sequestro,Arrombamento,Nenhum,2,4,Feminino,61,Delegacia Afogados,Em Investigação,-8.108075847769854,-34.889454221687664
OCR103999,2023-10-20 19:48:16.967838,Torre,Tráfico de Drogas,Estelionato Bancário,Arma de Fogo,0,0,Masculino,39,Delegacia Boa Viagem,Em Investigação,-8.075471009881817,-34.94821404995149
OCR104000,2024-11-26 19:48:16.967840,Santo Amaro,Estelionato,Crime Cibernético,Explosivos,2,1,Não Informado,68,Delegacia Pina,Em Investigação,-8.120674251762285,-34.86484121310515
OCR104001,2024-04-15 19:48:16.967842,Santo Amaro,Furto,Estupro Coletivo,Objeto Contundente,0,3,Feminino,37,Delegacia Torre,Em Investigação,-8.072100753577239,-34.91992011298498
OCR104002,2025-03-01 19:48:16.967843,Imbiribeira,Homicídio,Assalto a Mão Armada,Faca,1,4,Não Informado,21,Delegacia Boa Viagem,Arquivado,-8.14526515162792,-34.85149387175483
OCR104003,2024-07-13 19:48:16.967845,Graças,Sequestro,Estupro Coletivo,Faca,2,1,Não Informado,25,Delegacia Torre,Concluído,-8.13835077002991,-34.93214359084849
OCR104004,2024-09-20 19:48:16.967847,Afogados,Roubo,Arrombamento,Arma de Fogo,4,4,Masculino,16,Delegacia Afogados,Em Investigação,-8.101256156183938,-34.86412544611286
OCR104005,2025-04-24 19:48:16.967849,Santo Amaro,Tráfico de Drogas,Uso de Arma de Fogo,Faca,2,4,Não Informado,39,Delegacia Afogados,Concluído,-8.05605976560252,-34.93456691445066
OCR104006,2024-04-03 19:48:16.967850,Imbiribeira,Homicídio,Assalto a Mão Armada,Explosivos,0,3,Masculino,57,Delegacia Afogados,Arquivado,-8.10870506423871,-34.8739791088085
OCR104007,2024-08-30 19:48:16.967852,Casa Forte,Sequestro,Crime Cibernético,Explosivos,3,3,Feminino,32,Delegacia Pina,Em Investigação,-8.091904282663503,-34.85899987259733
OCR104008,2025-02-04 19:48:16.967854,Tamarineira,Furto,Uso de Arma de Fogo,Objeto Contundente,3,2,Masculino,17,Delegacia Torre,Em Investigação,-8.148166648307,-34.884304635025714
OCR104009,2024-11-24 19:48:16.967856,Afogados,Estelionato,Golpe Telefônico,Nenhum,2,1,Não Informado,32,Delegacia Santo Amaro,Em Investigação,-8.132155760733776,-34.93460978111277
OCR104010,2023-09-11 19:48:16.967858,Espinheiro,Roubo,Estupro Coletivo,Nenhum,2,3,Não Informado,18,Delegacia Casa Forte,Arquivado,-8.084607512602332,-34.85342746412432
OCR104011,2023-11-22 19:48:16.967860,Imbiribeira,Violência Doméstica,Emboscada,Arma de Fogo,4,2,Masculino,28,Delegacia Casa Forte,Em Investigação,-8.12679097704694,-34.94183928535576
OCR104012,2022-09-26 19:48:16.967861,Afogados,Homicídio,Uso de Arma de Fogo,Arma de Fogo,2,1,Masculino,36,Delegacia Santo Amaro,Concluído,-8.148235675084294,-34.91446951850227
OCR104013,2024-02-05 19:48:16.967863,Boa Viagem,Estelionato,Uso de Arma de Fogo,Faca,0,0,Não Informado,42,Delegacia Santo Amaro,Em Investigação,-8.052958842951526,-34.89994839943361
OCR104014,2025-01-26 19:48:16.967865,Torre,Tráfico de Drogas,Emboscada,Explosivos,3,1,Não Informado,15,Delegacia Santo Amaro,Arquivado,-8.069815599585512,-34.876475678113984
OCR104015,2024-08-08 19:48:16.967867,Torre,Furto,Crime Cibernético,Explosivos,1,0,Feminino,37,Delegacia Torre,Concluído,-8.099659329063421,-34.929263999849994
OCR104016,2022-09-30 19:48:16.967869,Imbiribeira,Roubo,Invasão Residencial,Faca,2,1,Masculino,59,Delegacia Torre,Arquivado,-8.133035849646932,-34.89494675749083
OCR104017,2025-05-06 19:48:16.967873,Torre,Ameaça,Uso de Arma de Fogo,Explosivos,2,3,Feminino,52,Delegacia Pina,Concluído,-8.087264848130587,-34.93714675021705
OCR104018,2022-10-12 19:48:16.967874,Pina,Ameaça,Assalto a Mão Armada,Objeto Contundente,4,4,Masculino,30,Delegacia Torre,Concluído,-8.06391317703881,-34.90703014688943
OCR104019,2024-09-11 19:48:16.967876,Casa Forte,Violência Doméstica,Invasão Residencial,Nenhum,3,4,Masculino,58,Delegacia Boa Viagem,Em Investigação,-8.120961448084275,-34.91693649729953
OCR104020,2023-10-18 19:48:16.967878,Tamarineira,Tráfico de Drogas,Estupro Coletivo,Objeto Contundente,2,3,Feminino,27,Delegacia Santo Amaro,Concluído,-8.142510245915638,-34.86312073544278
OCR104021,2022-11-11 19:48:16.967880,Afogados,Latrocínio,Uso de Arma de Fogo,Nenhum,0,0,Masculino,24,Delegacia Afogados,Arquivado,-8.061679139646502,-34.90987827187585
OCR104022,2023-02-20 19:48:16.967881,Santo Amaro,Estelionato,Arrombamento,Explosivos,2,2,Masculino,38,Delegacia Torre,Em Investigação,-8.069327247586644,-34.88925235395285
OCR104023,2024-04-13 19:48:16.967883,Imbiribeira,Furto,Fraude Online,Arma de Fogo,4,3,Não Informado,28,Delegacia Casa Forte,Em Investigação,-8.060980909891121,-34.93668061640025
OCR104024,2023-05-05 19:48:16.967885,Imbiribeira,Estupro,Assalto a Mão Armada,Objeto Contundente,0,0,Feminino,63,Delegacia Afogados,Em Investigação,-8.056716717025855,-34.90255938630668
OCR104025,2024-12-01 19:48:16.967887,Tamarineira,Homicídio,Estupro Coletivo,Objeto Contundente,2,0,Masculino,64,Delegacia Pina,Arquivado,-8.096145838819798,-34.94375820869726
OCR104026,2025-04-15 19:48:16.967889,Santo Amaro,Homicídio,Estelionato Bancário,Objeto Contundente,1,3,Feminino,48,Delegacia Santo Amaro,Em Investigação,-8.108700492783127,-34.93445609154941
OCR104027,2025-03-15 19:48:16.967892,Imbiribeira,Roubo,Crime Cibernético,Faca,0,0,Feminino,39,Delegacia Torre,Em Investigação,-8.083267938162042,-34.857365337887195
OCR104028,2024-05-16 19:48:16.967895,Afogados,Latrocínio,Estelionato Bancário,Arma de Fogo,1,3,Feminino,25,Delegacia Torre,Arquivado,-8.100256023264937,-34.92315215820933
OCR104029,2024-05-26 19:48:16.967898,Casa Forte,Latrocínio,Estupro Coletivo,Nenhum,0,2,Não Informado,22,Delegacia Torre,Arquivado,-8.065447713177313,-34.94339256252181
OCR104030,2024-08-25 19:48:16.967901,Santo Amaro,Estelionato,Crime Cibernético,Explosivos,4,4,Masculino,67,Delegacia Casa Forte,Arquivado,-8.099642980300002,-34.861116552402315
OCR104031,2024-11-27 19:48:16.967905,Tamarineira,Ameaça,Estupro Coletivo,Objeto Contundente,3,1,Feminino,30,Delegacia Santo Amaro,Em Investigação,-8.06610625170757,-34.90208153454714
OCR104032,2024-07-19 19:48:16.967909,Graças,Violência Doméstica,Invasão Residencial,Arma de Fogo,3,0,Feminino,18,Delegacia Torre,Em Investigação,-8.07187291909492,-34.870231716750276
OCR104033,2023-11-26 19:48:16.967912,Pina,Tráfico de Drogas,Arrombamento,Objeto Contundente,2,3,Masculino,52,Delegacia Casa Forte,Arquivado,-8.05776086214649,-34.92386812558059
OCR104034,2023-04-14 19:48:16.967914,Tamarineira,Latrocínio,Invasão Residencial,Arma de Fogo,0,0,Não Informado,26,Delegacia Casa Forte,Em Investigação,-8.134860961894091,-34.87711382720745
OCR104035,2023-09-19 19:48:16.967916,Santo Amaro,Violência Doméstica,Emboscada,Faca,4,4,Masculino,30,Delegacia Casa Forte,Em Investigação,-8.149738231802786,-34.9270940540654
OCR104036,2025-08-03 19:48:16.967918,Santo Amaro,Estelionato,Assalto a Mão Armada,Nenhum,2,3,Não Informado,65,Delegacia Afogados,Em Investigação,-8.056221314512957,-34.94528491892107
OCR104037,2024-05-19 19:48:16.967919,Graças,Roubo,Emboscada,Nenhum,0,4,Masculino,17,Delegacia Torre,Concluído,-8.083718215998266,-34.93187587555971
OCR104038,2023-01-13 19:48:16.967921,Tamarineira,Sequestro,Crime Cibernético,Nenhum,0,4,Não Informado,56,Delegacia Santo Amaro,Concluído,-8.121006197176781,-34.85332635978775
OCR104039,2024-05-19 19:48:16.967923,Santo Amaro,Tráfico de Drogas,Estelionato Bancário,Arma de Fogo,4,1,Não Informado,27,Delegacia Santo Amaro,Arquivado,-8.119004446409964,-34.868550886524126
OCR104040,2024-07-21 19:48:16.967925,Torre,Ameaça,Estelionato Bancário,Objeto Contundente,3,3,Masculino,64,Delegacia Torre,Concluído,-8.054927141769895,-34.886899559692026
OCR104041,2024-08-17 19:48:16.967927,Casa Forte,Estelionato,Assalto a Mão Armada,Nenhum,3,4,Feminino,19,Delegacia Afogados,Concluído,-8.063018722095272,-34.94770213858958
OCR104042,2024-01-01 19:48:16.967928,Casa Forte,Homicídio,Invasão Residencial,Explosivos,1,2,Não Informado,62,Delegacia Boa Viagem,Arquivado,-8.090564206782577,-34.85183444893723
OCR104043,2024-09-13 19:48:16.967930,Casa Forte,Sequestro,Invasão Residencial,Nenhum,4,4,Feminino,42,Delegacia Torre,Em Investigação,-8.075583813317737,-34.92285158447894
OCR104044,2023-06-17 19:48:16.967932,Santo Amaro,Sequestro,Estupro Coletivo,Explosivos,4,2,Não Informado,64,Delegacia Afogados,Em Investigação,-8.069588895910902,-34.88927762185269
OCR104045,2023-04-01 19:48:16.967934,Espinheiro,Estupro,Emboscada,Nenhum,4,0,Não Informado,57,Delegacia Santo Amaro,Arquivado,-8.057848895044142,-34.92509400536737
OCR104046,2025-08-01 19:48:16.967936,Casa Forte,Violência Doméstica,Invasão Residencial,Explosivos,4,4,Feminino,42,Delegacia Boa Viagem,Em Investigação,-8.08680462164023,-34.93244652581591
OCR104047,2023-04-21 19:48:16.967937,Imbiribeira,Tráfico de Drogas,Assalto a Mão Armada,Objeto Contundente,3,4,Masculino,39,Delegacia Boa Viagem,Concluído,-8.058309766441335,-34.89468924630919
OCR104048,2025-02-02 19:48:16.967939,Santo Amaro,Tráfico de Drogas,Fraude Online,Nenhum,0,0,Masculino,47,Delegacia Casa Forte,Concluído,-8.104774692627014,-34.90404401197384
OCR104049,2025-06-18 19:48:16.967941,Boa Viagem,Homicídio,Arrombamento,Objeto Contundente,2,3,Não Informado,24,Delegacia Casa Forte,Arquivado,-8.074481471460603,-34.86390126755925
OCR104050,2023-11-05 19:48:16.967942,Imbiribeira,Sequestro,Uso de Arma de Fogo,Nenhum,2,3,Masculino,50,Delegacia Afogados,Arquivado,-8.069293639570212,-34.872449598548776
OCR104051,2024-06-08 19:48:16.967944,Casa Forte,Furto,Estupro Coletivo,Explosivos,4,4,Não Informado,16,Delegacia Santo Amaro,Arquivado,-8.061256834129207,-34.899897128915875
OCR104052,2024-12-03 19:48:16.967946,Graças,Furto,Estupro Coletivo,Nenhum,4,2,Masculino,42,Delegacia Casa Forte,Concluído,-8.140926937185476,-34.857512914094215
OCR104053,2022-12-13 19:48:16.967948,Graças,Ameaça,Golpe Telefônico,Arma de Fogo,3,3,Feminino,23,Delegacia Santo Amaro,Concluído,-8.108670625941022,-34.88616018057952
OCR104054,2023-01-29 19:48:16.967950,Tamarineira,Homicídio,Assalto a Mão Armada,Nenhum,3,3,Feminino,24,Delegacia Torre,Em Investigação,-8.107369358897524,-34.90202063855128
OCR104055,2024-01-26 19:48:16.967951,Tamarineira,Violência Doméstica,Uso de Arma de Fogo,Nenhum,0,4,Feminino,69,Delegacia Casa Forte,Concluído,-8.122865649569556,-34.94775420811234
OCR104056,2025-08-21 19:48:16.967953,Pina,Latrocínio,Estupro Coletivo,Explosivos,1,2,Feminino,56,Delegacia Torre,Em Investigação,-8.137308873718947,-34.915742698559875
OCR104057,2022-08-31 19:48:16.967955,Tamarineira,Latrocínio,Fraude Online,Faca,0,3,Masculino,43,Delegacia Pina,Concluído,-8.068971359146621,-34.91469343054321
OCR104058,2023-10-12 19:48:16.967957,Graças,Roubo,Assalto a Mão Armada,Faca,0,3,Masculino,20,Delegacia Boa Viagem,Arquivado,-8.110551124875498,-34.91854423159442
OCR104059,2022-11-17 19:48:16.967958,Torre,Roubo,Fraude Online,Objeto Contundente,1,4,Feminino,59,Delegacia Afogados,Concluído,-8.05187667309867,-34.85446272002703
OCR104060,2024-04-25 19:48:16.967960,Boa Viagem,Homicídio,Estupro Coletivo,Faca,1,1,Masculino,15,Delegacia Casa Forte,Arquivado,-8.057066811771417,-34.9182809972438
OCR104061,2024-10-29 19:48:16.967962,Tamarineira,Estelionato,Golpe Telefônico,Nenhum,1,3,Feminino,54,Delegacia Afogados,Arquivado,-8.10693314736559,-34.86150574932984
OCR104062,2024-01-03 19:48:16.967964,Santo Amaro,Violência Doméstica,Emboscada,Nenhum,2,2,Não Informado,21,Delegacia Casa Forte,Arquivado,-8.140068917417109,-34.8747977299712
OCR104063,2024-06-14 19:48:16.967966,Imbiribeira,Homicídio,Uso de Arma de Fogo,Faca,3,3,Feminino,67,Delegacia Pina,Em Investigação,-8.112812918210917,-34.86160237337408
OCR104064,2023-02-10 19:48:16.967968,Pina,Homicídio,Emboscada,Explosivos,2,3,Feminino,53,Delegacia Pina,Arquivado,-8.105877769053466,-34.89288150549974
OCR104065,2025-03-18 19:48:16.967969,Torre,Latrocínio,Emboscada,Nenhum,4,0,Masculino,14,Delegacia Afogados,Concluído,-8.112909264125625,-34.860931489294366
OCR104066,2024-10-13 19:48:16.967971,Torre,Ameaça,Estelionato Bancário,Nenhum,0,4,Feminino,35,Delegacia Boa Viagem,Arquivado,-8.055414447164225,-34.858952830585395
OCR104067,2023-11-11 19:48:16.967973,Graças,Roubo,Uso de Arma de Fogo,Explosivos,2,2,Masculino,38,Delegacia Boa Viagem,Concluído,-8.054476047141645,-34.90024465336131
OCR104068,2024-05-03 19:48:16.967975,Pina,Sequestro,Crime Cibernético,Faca,4,1,Feminino,20,Delegacia Boa Viagem,Em Investigação,-8.054236981390973,-34.94752230579866
OCR104069,2024-01-24 19:48:16.967977,Imbiribeira,Sequestro,Arrombamento,Explosivos,0,1,Feminino,34,Delegacia Boa Viagem,Em Investigação,-8.14697883285345,-34.9475350004953
OCR104070,2024-11-12 19:48:16.967978,Boa Viagem,Sequestro,Estelionato Bancário,Faca,2,3,Não Informado,47,Delegacia Torre,Arquivado,-8.141215230971762,-34.871983421341795
OCR104071,2025-05-12 19:48:16.967980,Espinheiro,Estupro,Invasão Residencial,Nenhum,4,3,Masculino,19,Delegacia Casa Forte,Concluído,-8.093880086333597,-34.872709920358815
OCR104072,2023-02-10 19:48:16.967982,Imbiribeira,Roubo,Arrombamento,Arma de Fogo,0,2,Masculino,26,Delegacia Boa Viagem,Arquivado,-8.098381300302016,-34.86139012022071
OCR104073,2024-03-08 19:48:16.967984,Santo Amaro,Homicídio,Emboscada,Faca,3,0,Feminino,35,Delegacia Pina,Arquivado,-8.06977959717247,-34.883541740847306
OCR104074,2023-04-17 19:48:16.967986,Pina,Estupro,Fraude Online,Objeto Contundente,1,2,Não Informado,58,Delegacia Afogados,Em Investigação,-8.077119918934152,-34.93029999035635
OCR104075,2025-07-25 19:48:16.967987,Santo Amaro,Estelionato,Estelionato Bancário,Objeto Contundente,2,2,Feminino,47,Delegacia Torre,Arquivado,-8.097567147431114,-34.90361014895911
OCR104076,2024-11-02 19:48:16.967989,Santo Amaro,Homicídio,Emboscada,Explosivos,3,1,Não Informado,26,Delegacia Afogados,Arquivado,-8.139428425044954,-34.94735861689822
OCR104077,2024-11-04 19:48:16.967991,Santo Amaro,Violência Doméstica,Invasão Residencial,Nenhum,0,4,Masculino,69,Delegacia Santo Amaro,Concluído,-8.062781806702247,-34.864105670724356
OCR104078,2023-02-15 19:48:16.967993,Boa Viagem,Homicídio,Estelionato Bancário,Nenhum,2,0,Não Informado,33,Delegacia Boa Viagem,Concluído,-8.115948746102388,-34.8636460557085
OCR104079,2025-01-24 19:48:16.967994,Boa Viagem,Sequestro,Uso de Arma de Fogo,Arma de Fogo,0,1,Masculino,32,Delegacia Torre,Em Investigação,-8.081619470923702,-34.925768533303206
OCR104080,2025-01-13 19:48:16.967996,Boa Viagem,Violência Doméstica,Golpe Telefônico,Arma de Fogo,2,3,Masculino,59,Delegacia Pina,Em Investigação,-8.103987995569934,-34.906372280613304
OCR104081,2023-11-08 19:48:16.967998,Pina,Sequestro,Uso de Arma de Fogo,Arma de Fogo,2,2,Masculino,18,Delegacia Santo Amaro,Arquivado,-8.134379952318264,-34.896492401411265
OCR104082,2025-04-30 19:48:16.968000,Torre,Ameaça,Estelionato Bancário,Faca,0,1,Masculino,20,Delegacia Boa Viagem,Concluído,-8.095775229511759,-34.92720491711097
OCR104083,2023-11-03 19:48:16.968002,Afogados,Ameaça,Emboscada,Explosivos,2,1,Não Informado,31,Delegacia Casa Forte,Arquivado,-8.10600365123104,-34.85721604040887
OCR104084,2023-09-25 19:48:16.968005,Afogados,Tráfico de Drogas,Golpe Telefônico,Arma de Fogo,2,0,Masculino,54,Delegacia Santo Amaro,Concluído,-8.13514031398308,-34.87352448488083
OCR104085,2025-07-15 19:48:16.968008,Tamarineira,Estupro,Arrombamento,Arma de Fogo,0,1,Feminino,62,Delegacia Pina,Arquivado,-8.09895628981394,-34.89512450295165
OCR104086,2024-04-24 19:48:16.968011,Santo Amaro,Estelionato,Crime Cibernético,Faca,2,3,Masculino,36,Delegacia Santo Amaro,Concluído,-8.099332570202375,-34.88631499857815
OCR104087,2023-06-04 19:48:16.968014,Tamarineira,Furto,Arrombamento,Arma de Fogo,0,4,Masculino,30,Delegacia Boa Viagem,Em Investigação,-8.141031627051156,-34.8700514382391
OCR104088,2023-01-11 19:48:16.968018,Afogados,Violência Doméstica,Estelionato Bancário,Nenhum,0,0,Não Informado,54,Delegacia Torre,Concluído,-8.136741739805545,-34.87328451544801
OCR104089,2024-02-22 19:48:16.968021,Afogados,Violência Doméstica,Estupro Coletivo,Explosivos,2,2,Masculino,61,Delegacia Pina,Arquivado,-8.101561050372103,-34.90454211235465
OCR104090,2024-02-18 19:48:16.968024,Afogados,Latrocínio,Invasão Residencial,Faca,0,2,Feminino,51,Delegacia Casa Forte,Concluído,-8.057238549964813,-34.918642809750835
OCR104091,2024-09-06 19:48:16.968029,Boa Viagem,Roubo,Emboscada,Arma de Fogo,3,1,Não Informado,43,Delegacia Torre,Em Investigação,-8.095015567707646,-34.85825499210697
OCR104092,2025-05-16 19:48:16.968031,Torre,Sequestro,Fraude Online,Objeto Contundente,0,1,Não Informado,49,Delegacia Torre,Em Investigação,-8.103584556096363,-34.90112859429307
OCR104093,2024-08-18 19:48:16.968033,Pina,Latrocínio,Emboscada,Explosivos,1,1,Não Informado,22,Delegacia Afogados,Arquivado,-8.06292046486271,-34.910807033122495
OCR104094,2024-08-25 19:48:16.968034,Imbiribeira,Sequestro,Fraude Online,Objeto Contundente,0,4,Não Informado,28,Delegacia Pina,Concluído,-8.103782017563633,-34.88680967783259
OCR104095,2025-03-08 19:48:16.968036,Boa Viagem,Estupro,Invasão Residencial,Arma de Fogo,0,0,Feminino,65,Delegacia Pina,Em Investigação,-8.140517761604578,-34.91945630119398
OCR104096,2023-04-07 19:48:16.968038,Graças,Furto,Invasão Residencial,Nenhum,2,3,Não Informado,18,Delegacia Boa Viagem,Concluído,-8.060669116314898,-34.8507076830584
OCR104097,2025-08-24 19:48:16.968040,Graças,Homicídio,Invasão Residencial,Explosivos,4,1,Masculino,56,Delegacia Boa Viagem,Em Investigação,-8.061405320293115,-34.85706212506582
OCR104098,2023-10-03 19:48:16.968041,Boa Viagem,Estupro,Fraude Online,Faca,0,0,Não Informado,37,Delegacia Pina,Em Investigação,-8.122841940361424,-34.888995584080284
OCR104099,2024-07-27 19:48:16.968043,Espinheiro,Sequestro,Estupro Coletivo,Explosivos,2,4,Feminino,27,Delegacia Casa Forte,Em Investigação,-8.095125906465746,-34.86892053828661
OCR104100,2025-01-02 19:48:16.968045,Afogados,Ameaça,Arrombamento,Faca,3,4,Feminino,54,Delegacia Boa Viagem,Concluído,-8.091551938885845,-34.91547848522562
OCR104101,2023-12-26 19:48:16.968047,Torre,Estelionato,Invasão Residencial,Objeto Contundente,3,1,Masculino,23,Delegacia Afogados,Concluído,-8.077958497424524,-34.86969989772442
OCR104102,2025-05-26 19:48:16.968049,Torre,Violência Doméstica,Invasão Residencial,Nenhum,1,3,Feminino,30,Delegacia Pina,Concluído,-8.09871628076003,-34.915374652491934
OCR104103,2023-11-29 19:48:16.968050,Tamarineira,Estelionato,Uso de Arma de Fogo,Faca,4,4,Masculino,46,Delegacia Afogados,Em Investigação,-8.053440037251903,-34.88081732564827
OCR104104,2023-08-15 19:48:16.968052,Torre,Ameaça,Uso de Arma de Fogo,Arma de Fogo,2,3,Não Informado,65,Delegacia Boa Viagem,Arquivado,-8.111664677108077,-34.937556673400216
OCR104105,2024-03-19 19:48:16.968054,Tamarineira,Latrocínio,Invasão Residencial,Arma de Fogo,2,4,Feminino,55,Delegacia Boa Viagem,Concluído,-8.063446691850878,-34.870192168659116
OCR104106,2023-11-11 19:48:16.968056,Casa Forte,Sequestro,Arrombamento,Objeto Contundente,1,4,Masculino,38,Delegacia Pina,Em Investigação,-8.107665100313051,-34.905758412446026
OCR104107,2022-11-20 19:48:16.968058,Imbiribeira,Furto,Emboscada,Nenhum,2,2,Não Informado,31,Delegacia Afogados,Arquivado,-8.06000633593883,-34.8808663856605
OCR104108,2025-04-18 19:48:16.968059,Casa Forte,Furto,Golpe Telefônico,Faca,3,1,Feminino,63,Delegacia Boa Viagem,Arquivado,-8.08859415558932,-34.94643098806481
